"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 00:00:00";"2";"0";"29";"0,63";"8388608";"155189";"1,85";"0";"14";"108";"5";"0"
"05.11.2015 00:05:00";"2";"0";"29";"0,65";"8388608";"83047";"0,99";"0";"21";"108";"7";"0"
"05.11.2015 00:10:00";"2";"0";"29";"0,64";"8388608";"194616";"2,32";"12";"40";"108";"30";"0"
"05.11.2015 00:15:00";"2";"0";"28";"0,63";"8388608";"133379";"1,59";"0";"12";"108";"5";"0"
"05.11.2015 00:20:00";"2";"0";"28";"0,61";"8388608";"161061";"1,92";"0";"15";"108";"4";"0"
"05.11.2015 00:25:00";"2";"0";"27";"0,6";"8388608";"116602";"1,39";"0";"17";"108";"6";"0"
"05.11.2015 00:30:00";"2";"0";"29";"0,64";"8388608";"121635";"1,45";"0";"18";"108";"6";"0"
"05.11.2015 00:35:00";"2";"0";"28";"0,62";"8388608";"144284";"1,72";"0";"17";"108";"6";"0"
"05.11.2015 00:40:00";"2";"0";"742";"16,16";"8388608";"1480589";"17,65";"19570";"46";"108";"264";"10014"
"05.11.2015 00:45:00";"2";"0";"28";"0,62";"8388608";"4193465";"49,99";"12";"38";"108";"4";"0"
"05.11.2015 00:50:00";"2";"0";"28";"0,62";"8388608";"1173566";"13,99";"0";"12";"108";"4";"0"
"05.11.2015 00:55:00";"2";"0";"27";"0,6";"8388608";"234042";"2,79";"0";"9";"108";"2";"0"
"05.11.2015 01:00:00";"2";"0";"27";"0,6";"8388608";"116602";"1,39";"0";"12";"108";"4";"0"
"05.11.2015 01:05:00";"2";"0";"29";"0,63";"8388608";"83047";"0,99";"0";"11";"108";"4";"0"
"05.11.2015 01:10:00";"2";"0";"27";"0,61";"8388608";"150156";"1,79";"0";"44";"108";"38";"0"
"05.11.2015 01:15:00";"2";"0";"27";"0,6";"8388608";"116602";"1,39";"0";"9";"108";"2";"0"
"05.11.2015 01:20:00";"2";"0";"28";"0,62";"8388608";"66270";"0,79";"0";"12";"108";"3";"0"
"05.11.2015 01:25:00";"2";"0";"28";"0,63";"8388608";"32716";"0,39";"0";"28";"108";"11";"0"
"05.11.2015 01:30:00";"2";"0";"27";"0,6";"8388608";"55365";"0,66";"0";"9";"108";"3";"0"
"05.11.2015 01:35:00";"2";"0";"28";"0,63";"8388608";"99824";"1,19";"0";"12";"108";"3";"0"
"05.11.2015 01:40:00";"2";"0";"27";"0,61";"8388608";"77175";"0,92";"0";"40";"108";"35";"0"
"05.11.2015 01:45:00";"2";"0";"28";"0,61";"8388608";"88080";"1,05";"0";"11";"108";"3";"0"
"05.11.2015 01:50:00";"2";"0";"28";"0,62";"8388608";"99824";"1,19";"0";"10";"108";"3";"0"
"05.11.2015 01:55:00";"2";"0";"27";"0,6";"8388608";"133379";"1,59";"0";"9";"108";"3";"0"
"05.11.2015 02:00:00";"2";"0";"27";"0,61";"8388608";"93952";"1,12";"0";"10";"108";"3";"0"
"05.11.2015 02:05:00";"2";"0";"29";"0,64";"8388608";"83047";"0,99";"0";"13";"108";"5";"0"
"05.11.2015 02:10:00";"2";"0";"28";"0,62";"8388608";"83047";"0,99";"0";"46";"108";"40";"0"
"05.11.2015 02:15:00";"2";"0";"27";"0,61";"8388608";"38588";"0,46";"0";"8";"108";"3";"0"
"05.11.2015 02:20:00";"2";"0";"28";"0,62";"8388608";"88919";"1,06";"0";"8";"108";"3";"0"
"05.11.2015 02:25:00";"2";"0";"28";"0,62";"8388608";"239075";"2,85";"0";"13";"108";"4";"0"
"05.11.2015 02:30:00";"2";"0";"27";"0,6";"8388608";"239075";"2,85";"0";"9";"108";"2";"0"
"05.11.2015 02:35:00";"2";"0";"28";"0,63";"8388608";"133379";"1,59";"0";"12";"108";"4";"0"
"05.11.2015 02:40:00";"2";"0";"28";"0,61";"8388608";"127507";"1,52";"0";"47";"108";"41";"0"
"05.11.2015 02:45:00";"2";"0";"27";"0,6";"8388608";"161061";"1,92";"0";"9";"108";"2";"0"
"05.11.2015 02:50:00";"2";"0";"28";"0,62";"8388608";"71303";"0,85";"0";"10";"108";"3";"0"
"05.11.2015 02:55:00";"2";"0";"27";"0,6";"8388608";"77175";"0,92";"0";"9";"108";"3";"0"
"05.11.2015 03:00:00";"2";"0";"27";"0,6";"8388608";"161061";"1,92";"0";"10";"108";"3";"0"
"05.11.2015 03:05:00";"2";"0";"28";"0,62";"8388608";"88919";"1,06";"0";"7";"108";"1";"0"
"05.11.2015 03:10:00";"2";"0";"27";"0,6";"8388608";"32716";"0,39";"0";"46";"108";"45";"0"
"05.11.2015 03:15:00";"2";"0";"27";"0,61";"8388608";"161061";"1,92";"0";"10";"108";"3";"0"
"05.11.2015 03:20:00";"2";"0";"28";"0,62";"8388608";"83047";"0,99";"0";"9";"108";"3";"0"
"05.11.2015 03:25:00";"2";"0";"28";"0,61";"8388608";"127507";"1,52";"0";"12";"108";"3";"0"
"05.11.2015 03:30:00";"2";"0";"27";"0,61";"8388608";"88080";"1,05";"0";"10";"108";"4";"0"
"05.11.2015 03:35:00";"2";"0";"30";"0,66";"8388608";"127507";"1,52";"9";"25";"108";"4";"0"
"05.11.2015 03:40:00";"2";"0";"28";"0,61";"8388608";"121635";"1,45";"0";"46";"108";"40";"0"
"05.11.2015 03:45:00";"2";"0";"27";"0,59";"8388608";"110730";"1,32";"0";"10";"108";"2";"0"
"05.11.2015 03:50:00";"2";"0";"28";"0,62";"8388608";"116602";"1,39";"0";"8";"108";"2";"0"
"05.11.2015 03:55:00";"2";"0";"27";"0,6";"8388608";"127507";"1,52";"0";"7";"108";"2";"0"
"05.11.2015 04:00:00";"2";"0";"27";"0,61";"8388608";"183711";"2,19";"0";"11";"108";"3";"0"
"05.11.2015 04:05:00";"2";"0";"28";"0,63";"8388608";"99824";"1,19";"0";"10";"108";"3";"0"
"05.11.2015 04:10:00";"2";"0";"27";"0,61";"8388608";"104858";"1,25";"0";"48";"108";"45";"0"
"05.11.2015 04:15:00";"2";"0";"27";"0,6";"8388608";"161061";"1,92";"0";"6";"108";"2";"0"
"05.11.2015 04:20:00";"2";"0";"28";"0,62";"8388608";"55365";"0,66";"0";"8";"108";"2";"0"
"05.11.2015 04:25:00";"2";"0";"27";"0,6";"8388608";"43621";"0,52";"0";"7";"108";"2";"0"
"05.11.2015 04:30:00";"2";"0";"27";"0,6";"8388608";"144284";"1,72";"0";"8";"108";"2";"0"
"05.11.2015 04:35:00";"2";"0";"28";"0,63";"8388608";"161061";"1,92";"0";"10";"108";"3";"0"
"05.11.2015 04:40:00";"2";"0";"28";"0,62";"8388608";"104858";"1,25";"0";"49";"108";"45";"0"
"05.11.2015 04:45:00";"2";"0";"28";"0,61";"8388608";"60398";"0,72";"0";"16";"108";"4";"0"
"05.11.2015 04:50:00";"2";"0";"28";"0,62";"8388608";"116602";"1,39";"0";"10";"108";"3";"0"
"05.11.2015 04:55:00";"2";"0";"27";"0,61";"8388608";"133379";"1,59";"0";"10";"108";"2";"0"
"05.11.2015 05:00:00";"2";"0";"27";"0,6";"8388608";"99824";"1,19";"0";"11";"108";"3";"0"
"05.11.2015 05:05:00";"2";"0";"28";"0,63";"8388608";"83047";"0,99";"0";"8";"108";"2";"0"
"05.11.2015 05:10:00";"2";"0";"27";"0,61";"8388608";"32716";"0,39";"0";"48";"108";"43";"0"
"05.11.2015 05:15:00";"2";"0";"27";"0,6";"8388608";"116602";"1,39";"0";"6";"108";"2";"0"
"05.11.2015 05:20:00";"2";"0";"28";"0,62";"8388608";"49493";"0,59";"0";"10";"108";"3";"0"
"05.11.2015 05:25:00";"2";"0";"27";"0,6";"8388608";"99824";"1,19";"0";"8";"108";"3";"0"
"05.11.2015 05:30:00";"2";"0";"27";"0,6";"8388608";"110730";"1,32";"0";"8";"108";"2";"0"
"05.11.2015 05:35:00";"2";"0";"28";"0,61";"8388608";"104858";"1,25";"0";"8";"108";"3";"0"
"05.11.2015 05:40:00";"2";"0";"28";"0,61";"8388608";"88080";"1,05";"0";"50";"108";"44";"0"
"05.11.2015 05:45:00";"2";"0";"27";"0,6";"8388608";"83047";"0,99";"0";"12";"108";"4";"0"
"05.11.2015 05:50:00";"2";"0";"28";"0,62";"8388608";"83047";"0,99";"0";"11";"108";"4";"0"
"05.11.2015 05:55:00";"2";"0";"31";"0,69";"8388608";"161061";"1,92";"0";"146";"108";"84";"0"
"05.11.2015 06:00:00";"2";"0";"28";"0,62";"8388608";"194616";"2,32";"0";"33";"108";"4";"0"
"05.11.2015 06:05:00";"2";"0";"29";"0,64";"8388608";"144284";"1,72";"0";"14";"108";"4";"0"
"05.11.2015 06:10:00";"2";"0";"28";"0,61";"8388608";"32716";"0,39";"0";"14";"108";"4";"0"
"05.11.2015 06:15:00";"2";"0";"28";"0,61";"8388608";"99824";"1,19";"0";"10";"108";"3";"0"
"05.11.2015 06:20:00";"2";"0";"28";"0,63";"8388608";"104858";"1,25";"0";"12";"108";"5";"0"
"05.11.2015 06:25:00";"2";"0";"28";"0,61";"8388608";"161061";"1,92";"0";"19";"108";"9";"0"
"05.11.2015 06:30:00";"2";"0";"28";"0,61";"8388608";"188744";"2,25";"0";"16";"108";"5";"0"
"05.11.2015 06:35:00";"2";"0";"31";"0,7";"8388608";"234042";"2,79";"0";"77";"108";"43";"0"
"05.11.2015 06:40:00";"2";"0";"28";"0,61";"8388608";"217265";"2,59";"0";"28";"108";"4";"0"
"05.11.2015 06:45:00";"2";"0";"28";"0,62";"8388608";"83047";"0,99";"0";"14";"108";"5";"0"
"05.11.2015 06:50:00";"2";"0";"31";"0,69";"8388608";"166933";"1,99";"0";"68";"108";"38";"0"
"05.11.2015 06:55:00";"2";"0";"29";"0,63";"8388608";"194616";"2,32";"0";"32";"108";"7";"0"
"05.11.2015 07:00:00";"2";"0";"28";"0,61";"8388608";"110730";"1,32";"0";"14";"108";"3";"0"
"05.11.2015 07:05:00";"2";"0";"29";"0,63";"8388608";"133379";"1,59";"0";"13";"108";"5";"0"
"05.11.2015 07:10:00";"2";"0";"27";"0,61";"8388608";"104858";"1,25";"0";"15";"108";"5";"0"
"05.11.2015 07:15:00";"2";"0";"28";"0,62";"8388608";"121635";"1,45";"0";"17";"108";"5";"0"
"05.11.2015 07:20:00";"2";"0";"29";"0,64";"8388608";"133379";"1,59";"0";"16";"108";"4";"0"
"05.11.2015 07:25:00";"2";"0";"28";"0,61";"8388608";"116602";"1,39";"0";"15";"108";"5";"0"
"05.11.2015 07:30:00";"2";"0";"28";"0,61";"8388608";"88919";"1,06";"0";"15";"108";"5";"0"
"05.11.2015 07:35:00";"2";"0";"30";"0,66";"8388608";"133379";"1,59";"0";"44";"108";"34";"0"
"05.11.2015 07:40:00";"2";"0";"28";"0,62";"8388608";"55365";"0,66";"0";"19";"108";"6";"0"
"05.11.2015 07:45:00";"2";"0";"28";"0,62";"8388608";"177838";"2,12";"0";"18";"108";"5";"0"
"05.11.2015 07:50:00";"2";"0";"29";"0,63";"8388608";"188744";"2,25";"0";"15";"108";"5";"0"
"05.11.2015 07:55:00";"2";"0";"28";"0,62";"8388608";"161061";"1,92";"0";"18";"108";"5";"0"
"05.11.2015 08:00:00";"2";"0";"28";"0,61";"8388608";"104858";"1,25";"0";"14";"108";"4";"0"
"05.11.2015 08:05:00";"2";"0";"30";"0,66";"8388608";"177838";"2,12";"0";"42";"108";"32";"0"
"05.11.2015 08:10:00";"2";"0";"28";"0,63";"8388608";"99824";"1,19";"0";"23";"108";"8";"0"
"05.11.2015 08:15:00";"2";"0";"29";"0,64";"8388608";"83047";"0,99";"0";"25";"108";"7";"0"
"05.11.2015 08:20:00";"2";"0";"29";"0,64";"8388608";"83047";"0,99";"0";"22";"108";"7";"0"
"05.11.2015 08:25:00";"2";"0";"28";"0,63";"8388608";"88080";"1,05";"0";"25";"108";"8";"0"
"05.11.2015 08:30:00";"2";"0";"29";"0,63";"8388608";"228170";"2,72";"0";"25";"108";"9";"0"
"05.11.2015 08:35:00";"2";"0";"30";"0,67";"8388608";"244947";"2,92";"0";"39";"108";"19";"0"
"05.11.2015 08:40:00";"2";"0";"28";"0,62";"8388608";"138412";"1,65";"0";"23";"108";"7";"0"
"05.11.2015 08:45:00";"2";"0";"29";"0,65";"8388608";"66270";"0,79";"0";"30";"108";"11";"0"
"05.11.2015 08:50:00";"2";"0";"31";"0,69";"8388608";"77175";"0,92";"0";"47";"108";"19";"1"
"05.11.2015 08:55:00";"2";"0";"31";"0,69";"8388608";"161061";"1,92";"0";"63";"108";"22";"1"
"05.11.2015 09:00:00";"2";"0";"31";"0,69";"8388608";"155189";"1,85";"0";"64";"108";"23";"1"
"05.11.2015 09:05:00";"2";"0";"32";"0,71";"8388608";"339739";"4,05";"0";"55";"108";"19";"0"
"05.11.2015 09:10:00";"2";"0";"30";"0,66";"8388608";"155189";"1,85";"0";"49";"108";"17";"0"
"05.11.2015 09:15:00";"2";"0";"30";"0,67";"8388608";"83047";"0,99";"0";"45";"108";"17";"0"
"05.11.2015 09:20:00";"2";"0";"31";"0,69";"8388608";"116602";"1,39";"0";"50";"108";"17";"0"
"05.11.2015 09:25:00";"2";"0";"31";"0,68";"8388608";"116602";"1,39";"0";"50";"108";"17";"1"
"05.11.2015 09:30:00";"2";"0";"30";"0,67";"8388608";"188744";"2,25";"0";"47";"108";"15";"0"
"05.11.2015 09:35:00";"2";"0";"32";"0,71";"8388608";"88919";"1,06";"0";"52";"108";"17";"1"
"05.11.2015 09:40:00";"2";"0";"30";"0,67";"8388608";"83047";"0,99";"0";"46";"108";"16";"0"
"05.11.2015 09:45:00";"2";"0";"31";"0,69";"8388608";"93952";"1,12";"0";"53";"108";"18";"1"
"05.11.2015 09:50:00";"2";"0";"32";"0,72";"8388608";"144284";"1,72";"0";"56";"108";"19";"1"
"05.11.2015 09:55:00";"2";"0";"30";"0,66";"8388608";"211393";"2,52";"0";"44";"108";"13";"0"
"05.11.2015 10:00:00";"2";"0";"30";"0,65";"8388608";"99824";"1,19";"0";"37";"108";"12";"0"
"05.11.2015 10:05:00";"2";"0";"31";"0,68";"8388608";"88919";"1,06";"0";"40";"108";"12";"1"
